Autor,Nombre,Link
Francisco Umbral (1935-2007) Escritor español.,Francisco Umbral,https://es.wikipedia.org/wiki/Francisco_Umbral
Félecité de Lamennais (1782-1854) Escritor religioso francés.,Félecité de Lamennais,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=F%C3%A9lecit%C3%A9+de+Lamennais&go=Go&ns0=1&ns100=1&ns104=1
Marco Valerio Marcial (40-104) Poeta latino.,Marco Valerio Marcial,https://es.wikipedia.org/wiki/Marcial
Solón de Atenas (640 A.C.-558 A.C.) Legislador griego,Solón de Atenas,https://es.wikipedia.org/wiki/Sol%C3%B3n
Henry George (1839-1897) Economista inglés.,Henry George,https://es.wikipedia.org/wiki/Henry_George
"Bob Dylan (1941-?) Cantautor, compositor y músico estadounidense.",Bob Dylan,https://es.wikipedia.org/wiki/Bob_Dylan
Friedrich Dürrenmatt (1921-1990) Escritor suizo.,Friedrich Dürrenmatt,https://es.wikipedia.org/wiki/Friedrich_D%C3%BCrrenmatt
Quintiliano (35-96) Escritor hispanolatino.,Quintiliano,https://es.wikipedia.org/wiki/Quintiliano
Marilyn Monroe (1926-1962) Actriz estadounidense.,Marilyn Monroe,https://es.wikipedia.org/wiki/Marilyn_Monroe
Proverbio alemán,Proverbio alemán,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+alem%C3%A1n&go=Go&ns0=1&ns100=1&ns104=1
Norman Mailer (1923-2007) Escritor estadounidense.,Norman Mailer,https://es.wikipedia.org/wiki/Norman_Mailer
El Talmud,El Talmud,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=El+Talmud&go=Go&ns0=1&ns100=1&ns104=1
Salvador Dalí (1904-1989) Pintor y escultor español.,Salvador Dalí,https://es.wikipedia.org/wiki/Salvador_Dal%C3%AD
Rubén Darío (1867-1916) Poeta y periodista nicaragüense.,Rubén Darío,https://es.wikipedia.org/wiki/Rub%C3%A9n_Dar%C3%ADo
Arthur C. Clarke (1917-2008) Escritor inglés de ciencia ficción.,Arthur C. Clarke,https://es.wikipedia.org/wiki/Arthur_C._Clarke
Frank Zappa (1940-1993) Músico estadounidense.,Frank Zappa,https://es.wikipedia.org/wiki/Frank_Zappa
Samuel Beckett (1906-1989) Poeta y novelista irlandés.,Samuel Beckett,https://es.wikipedia.org/wiki/Samuel_Beckett
John Dryden (1631-1700) Escritor inglés,John Dryden,https://es.wikipedia.org/wiki/John_Dryden
Gabriela Mistral (1889-1957) Escritora chilena.,Gabriela Mistral,https://es.wikipedia.org/wiki/Gabriela_Mistral
Herbert Spencer (1820-1903) Escritor británico.,Herbert Spencer,https://es.wikipedia.org/wiki/Herbert_Spencer
Louis de Bonald (1754-1840) Filósofo y político francés.,Louis de Bonald,https://es.wikipedia.org/wiki/Louis_de_Bonald
Tom Wolfe (1931-2018) Periodista y escritor estadounidense.,Tom Wolfe,https://es.wikipedia.org/wiki/Tom_Wolfe
Martin Heidegger (1889-1976) Filósofo alemán.,Martin Heidegger,https://es.wikipedia.org/wiki/Martin_Heidegger
Willy Brandt (1913-1992) Político alemán.,Willy Brandt,https://es.wikipedia.org/wiki/Willy_Brandt
Vicki Baum (1888-1960) Novelista estadounidense.,Vicki Baum,https://es.wikipedia.org/wiki/Vicki_Baum
Thornton Wilder (1897-1975) Escritor estadounidense.,Thornton Wilder,https://es.wikipedia.org/wiki/Thornton_Wilder
Pierre Teilhard de Chardin (1881-1955) Filósofo y teólogo francés.,Pierre Teilhard de Chardin,https://es.wikipedia.org/wiki/Pierre_Teilhard_de_Chardin
Henri Bergson (1859-1941) Filósofo francés.,Henri Bergson,https://es.wikipedia.org/wiki/Henri_Bergson
"Gaspar Melchor de Jovellanos (1744-1811) Literato, economista y político español.",Gaspar Melchor de Jovellanos,https://es.wikipedia.org/wiki/Gaspar_Melchor_de_Jovellanos
"Antonio Cánovas del Castillo (1828-1897) Político, historiador y escritor español.",Antonio Cánovas del Castillo,https://es.wikipedia.org/wiki/Antonio_C%C3%A1novas_del_Castillo
Tucídides (460 AC-396 AC) Historiador ateniense.,Tucídides,https://es.wikipedia.org/wiki/Tuc%C3%ADdides
Dorothy Parker (1893-1967) Escritora y crítica estadounidense.,Dorothy Parker,https://es.wikipedia.org/wiki/Dorothy_Parker
J. R. R. Tolkien (1892-1973) Escritor británico.,J. R. R. Tolkien,https://es.wikipedia.org/wiki/J._R._R._Tolkien
Fray Antonio de Guevara (1480-1545) Escritor y eclesiástico español.,Fray Antonio de Guevara,https://es.wikipedia.org/wiki/Antonio_de_Guevara
Karl Wilhelm Von Humboldt (1767-1835) Político prusiano.,Karl Wilhelm Von Humboldt,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Karl+Wilhelm+Von+Humboldt&go=Go&ns0=1&ns100=1&ns104=1
Mariano Aguiló (1825-1897) Poeta español.,Mariano Aguiló,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Mariano+Aguil%C3%B3&go=Go&ns0=1&ns100=1&ns104=1
John Galsworthy (1867-1933) Escritor inglés.,John Galsworthy,https://es.wikipedia.org/wiki/John_Galsworthy
Pierre Joseph Proudhon (1809-1865) Filósofo francés.,Pierre Joseph Proudhon,https://es.wikipedia.org/wiki/Pierre-Joseph_Proudhon
Plauto (254 AC-184 AC) Dramaturgo cómico romano.,Plauto,https://es.wikipedia.org/wiki/Plauto
Karl Popper (1902-1994) Filósofo inglés.,Karl Popper,https://es.wikipedia.org/wiki/Karl_Popper
Francisco Ayala (1906-2009) Escritor español.,Francisco Ayala,https://es.wikipedia.org/wiki/Francisco_Ayala
Alfred North Whitehead (1861-1947) Filósofo y matemático angloamericano.,Alfred North Whitehead,https://es.wikipedia.org/wiki/Alfred_North_Whitehead
"Benedetto Croce (1866-1952) Historiador, humanista y filósofo italiano.",Benedetto Croce,https://es.wikipedia.org/wiki/Benedetto_Croce
André Breton (1896-1966) Poeta y crítico francés.,André Breton,https://es.wikipedia.org/wiki/Andr%C3%A9_Breton
E. W. Stevens Autor de libros de Psicología.,E. W. Stevens Autor de libros de Psicología.,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=E.+W.+Stevens+Autor+de+libros+de+Psicolog%C3%ADa.&go=Go&ns0=1&ns100=1&ns104=1
George Steiner (1929-?) Filósofo francés.,George Steiner,https://es.wikipedia.org/wiki/George_Steiner
Thomas Browne (1605-1682) Médico y ensayista inglés.,Thomas Browne,https://es.wikipedia.org/wiki/Thomas_Browne
Eric Hoffer (1902-1983) Escritor y filósofo estadounidense.,Eric Hoffer,https://es.wikipedia.org/wiki/Eric_Hoffer
James Joyce (1882-1941) Escritor irlandés.,James Joyce,https://es.wikipedia.org/wiki/James_Joyce
John Milton (1608-1674) Poeta inglés.,John Milton,https://es.wikipedia.org/wiki/John_Milton
Douglas Coupland (1961-?) Escritor de ficción canadiense.,Douglas Coupland,https://es.wikipedia.org/wiki/Douglas_Coupland
Guy de Maupassant (1850-1893) Escritor francés.,Guy de Maupassant,https://es.wikipedia.org/wiki/Guy_de_Maupassant
Robert Green Ingersoll (1833-1899) Politico y orador norteamericano.,Robert Green Ingersoll,https://es.wikipedia.org/wiki/Robert_G._Ingersoll
Franz Grillparzer (1791-1872) Dramaturgo austriaco.,Franz Grillparzer,https://es.wikipedia.org/wiki/Franz_Grillparzer
Diógenes Laercio (S. III AC-?) Historiador griego.,Diógenes Laercio,https://es.wikipedia.org/wiki/Di%C3%B3genes_Laercio
Robert Burton (1577-1640) Escritor y clérigo inglés.,Robert Burton,https://es.wikipedia.org/wiki/Robert_Burton
Manuel Vicent (1936-?) Escritor español.,Manuel Vicent,https://es.wikipedia.org/wiki/Manuel_Vicent
Ramón J. Sénder (1902-1982) Escritor español.,Ramón J. Sénder,https://es.wikipedia.org/wiki/Ram%C3%B3n_J._Sender
Alfred Hitchcock (1899-1980) Director de cine británico.,Alfred Hitchcock,https://es.wikipedia.org/wiki/Alfred_Hitchcock
Chumy Chúmez (1927-2003) Humorista gráfico y escritor español.,Chumy Chúmez,https://es.wikipedia.org/wiki/Chumy_Ch%C3%BAmez
Peter Drucker (1909-2005) Escritor y consultor austriaco.,Peter Drucker,https://es.wikipedia.org/wiki/Peter_F._Drucker
Henry Adams (1838-1918) Escritor y historiador estadounidense.,Henry Adams,https://es.wikipedia.org/wiki/Henry_Adams
Proverbio japonés,Proverbio japonés,https://es.wikipedia.org/wiki/Proverbio_japon%C3%A9s
Pierre Augustin de Beaumarchais (1732-1799) Poeta dramático francés.,Pierre Augustin de Beaumarchais,https://es.wikipedia.org/wiki/Pierre-Augustin_de_Beaumarchais
Eugène Delacroix (1798-1863) Pintor francés.,Eugène Delacroix,https://es.wikipedia.org/wiki/Eug%C3%A8ne_Delacroix
Proverbio judío,Proverbio judío,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+jud%C3%ADo&go=Go&ns0=1&ns100=1&ns104=1
Charles Péguy (1873-1914) Escritor francés.,Charles Péguy,https://es.wikipedia.org/wiki/Charles_P%C3%A9guy
Alfred d' Houdetot (1799-1869) Escritor francés.,Alfred d' Houdetot,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Alfred+d%27+Houdetot&go=Go&ns0=1&ns100=1&ns104=1
Maria Montessori (1870-1952) Educadora y médica italiana.,Maria Montessori,https://es.wikipedia.org/wiki/Maria_Montessori
Fedro (15 AC-50) Fabulista latino.,Fedro,https://es.wikipedia.org/wiki/Fedro
"John Donne (1572-1631) Poeta, prosista y clérigo inglés.",John Donne,https://es.wikipedia.org/wiki/John_Donne
Carlo Goldoni (1707-1793) Dramaturgo italiano.,Carlo Goldoni,https://es.wikipedia.org/wiki/Carlo_Goldoni
Charles M. Schulz (1922-2000) Dibujante estadounidense.,Charles M. Schulz,https://es.wikipedia.org/wiki/Charles_M._Schulz
Joseph Sanial-Dubay (1754-1817) Escritor francés.,Joseph Sanial-Dubay,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Joseph+Sanial-Dubay&go=Go&ns0=1&ns100=1&ns104=1
Alonso de Ercilla y Zúñiga (1533-1594) Escritor español.,Alonso de Ercilla y Zúñiga,https://es.wikipedia.org/wiki/Alonso_de_Ercilla
Claude Adrien Helvétius (1715-1771) Filósofo francés.,Claude Adrien Helvétius,https://es.wikipedia.org/wiki/Claude-Adrien_Helv%C3%A9tius
George Washington (1732-1799) Primer presidente de los Estados Unidos.,George Washington,https://es.wikipedia.org/wiki/George_Washington
Tennessee Williams (1911-1983) Dramaturgo estadounidense.,Tennessee Williams,https://es.wikipedia.org/wiki/Tennessee_Williams
Pearl S. Buck (1892-1973) Novelista estadounidense.,Pearl S. Buck,https://es.wikipedia.org/wiki/Pearl_S._Buck
Ralph Nader (1934-?) Activista y abogado estadounidense.,Ralph Nader,https://es.wikipedia.org/wiki/Ralph_Nader
Gabriele d' Annunzio (1863-1938) Escritor italiano.,Gabriele d' Annunzio,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Gabriele+d%27+Annunzio&go=Go&ns0=1&ns100=1&ns104=1
Vincenzo Gioberti (1801-1852) Filósofo y estadista italiano.,Vincenzo Gioberti,https://es.wikipedia.org/wiki/Vincenzo_Gioberti
"Juan Zorrilla de San Martín (1855-1931) Periodista, ensayista y poeta uruguayo.",Juan Zorrilla de San Martín,https://es.wikipedia.org/wiki/Juan_Zorrilla_de_San_Mart%C3%ADn
Ippolito Nievo (1831-1861) Escritor italiano.,Ippolito Nievo,https://es.wikipedia.org/wiki/Ippolito_Nievo
José Luis Coll (1931-2007) Humorista español.,José Luis Coll,https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Coll
Severo Ochoa (1905-1993) Médico español.,Severo Ochoa,https://es.wikipedia.org/wiki/Severo_Ochoa
Ezra Pound (1885-1972) Crítico y poeta estadounidense.,Ezra Pound,https://es.wikipedia.org/wiki/Ezra_Pound
Salman Rushdie (1947-?) Escritor anglo-hindú.,Salman Rushdie,https://es.wikipedia.org/wiki/Salman_Rushdie
Mae West (1892-1981) Actriz estadounidense.,Mae West,https://es.wikipedia.org/wiki/Mae_West
"Fray Luis de León (1527-1591) Poeta, humanista y traductor español.",Fray Luis de León,https://es.wikipedia.org/wiki/Luis_de_Le%C3%B3n
Joseph Heller (1923-1999) Escritor norteamericano.,Joseph Heller,https://es.wikipedia.org/wiki/Joseph_Heller
Constancio C. Vigil (1876-1954) Escritor y periodista uruguayo.,Constancio C. Vigil,https://es.wikipedia.org/wiki/Constancio_C._Vigil
Aristófanes (444 AC-385 AC) Dramaturgo griego.,Aristófanes,https://es.wikipedia.org/wiki/Arist%C3%B3fanes
Antonio Porchia (1886-1968) Escritor argentino de origen italiano.,Antonio Porchia,https://es.wikipedia.org/wiki/Antonio_Porchia
Selma Lagerlöf (1858-1940) Escritora sueca.,Selma Lagerlöf,https://es.wikipedia.org/wiki/Selma_Lagerl%C3%B6f
John H. Newman (1801-1890) Cardenal y escritor británico.,John H. Newman,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=John+H.+Newman&go=Go&ns0=1&ns100=1&ns104=1
Georges Courteline (1858-1929) Dramaturgo y novelista francés.,Georges Courteline,https://es.wikipedia.org/wiki/Georges_Courteline
J. M. Barrie (1860-1937) Escritor escocés.,J. M. Barrie,https://es.wikipedia.org/wiki/James_Matthew_Barrie
Juan XXIII (1881-1963) Papa de la iglesia católica.,Juan XXIII,https://es.wikipedia.org/wiki/Juan_XXIII
Luis Rojas Marcos (1943-?) Psiquiatra español.,Luis Rojas Marcos,https://es.wikipedia.org/wiki/Luis_Rojas-Marcos
"Karl Kraus (1874-1936) Poeta, autor satírico y crítico austriaco.",Karl Kraus,https://es.wikipedia.org/wiki/Karl_Kraus
W. C. Fields (1879-1946) Actor y cómico estadounidense.,W. C. Fields,https://es.wikipedia.org/wiki/W._C._Fields
Cecilia Bohl de Faber (1796-1879) Escritora española.,Cecilia Bohl de Faber,https://es.wikipedia.org/wiki/Fern%C3%A1n_Caballero
Ernesto 'Che' Guevara (1928-1967) Revolucionario argentino.,Ernesto 'Che' Guevara,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Ernesto+%27Che%27+Guevara&go=Go&ns0=1&ns100=1&ns104=1
Clarence S. Darrow (1857-1938) Abogado estadounidense.,Clarence S. Darrow,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Clarence+S.+Darrow&go=Go&ns0=1&ns100=1&ns104=1
Federico II (1712-1786) Emperador de Prusia.,Federico II,https://es.wikipedia.org/wiki/Federico_II
"Joseph Addison (1672-1719) Ensayista, poeta y dramaturgo inglés.",Joseph Addison,https://es.wikipedia.org/wiki/Joseph_Addison
Elizabeth Barrett Browing (1806-1861) Poetisa inglesa.,Elizabeth Barrett Browing,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Elizabeth+Barrett+Browing&go=Go&ns0=1&ns100=1&ns104=1
Thomas Mann (1875-1955) Escritor alemán.,Thomas Mann,https://es.wikipedia.org/wiki/Thomas_Mann
John Ray (1627-1705) Naturalista británico.,John Ray,https://es.wikipedia.org/wiki/John_Ray
Barón de Holbach (1723-1789) Filósofo francés.,Barón de Holbach,https://es.wikipedia.org/wiki/Paul_Henri_Thiry_d%27Holbach
W. H. Auden (1907-1973) Poeta inglés.,W. H. Auden,https://es.wikipedia.org/wiki/Wystan_Hugh_Auden
Elsa Triolet (1896-1970) Novelista francesa.,Elsa Triolet,https://es.wikipedia.org/wiki/Elsa_Triolet
Auguste Rodin (1840-1917) Escultor francés.,Auguste Rodin,https://es.wikipedia.org/wiki/Auguste_Rodin
Ronald Reagan (1911-2004) Político estadounidense. Ex-presidente.,Ronald Reagan,https://es.wikipedia.org/wiki/Ronald_Reagan
"Julian Green (1900-1998) Escritor norteamericano, nacido en Francia.",Julian Green,https://es.wikipedia.org/wiki/Julian_Green
Plinio el Viejo (23-79) Caius Plinius Secundus. Escritor latino.,Plinio el Viejo,https://es.wikipedia.org/wiki/Plinio_el_Viejo
Samuel Smiles (1812-1904) Escritor y reformista escocés.,Samuel Smiles,https://es.wikipedia.org/wiki/Samuel_Smiles
"Alberto Lleras Camargo (1906-1990) Político, periodista y diplomático colombiano.",Alberto Lleras Camargo,https://es.wikipedia.org/wiki/Alberto_Lleras_Camargo
Adolfo Bioy Casares (1914-1999) Escritor argentino.,Adolfo Bioy Casares,https://es.wikipedia.org/wiki/Adolfo_Bioy_Casares
Morris West (1916-1999) Escritor australiano.,Morris West,https://es.wikipedia.org/wiki/Morris_West
"Príncipe Carlos José de Ligne (1735-1814) Escritor, mariscal y diplomático belga.",Príncipe Carlos José de Ligne,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Pr%C3%ADncipe+Carlos+Jos%C3%A9+de+Ligne&go=Go&ns0=1&ns100=1&ns104=1
Sir Arthur Conan Doyle (1859-1930) Novelista escocés.,Sir Arthur Conan Doyle,https://es.wikipedia.org/wiki/Arthur_Conan_Doyle
San Pablo (10-62) Primer teólogo del cristianismo y el más important,San Pablo,https://es.wikipedia.org/wiki/Pablo_de_Tarso
Averroes (1126-1198) Filósofo y médico hispanoárabe.,Averroes,https://es.wikipedia.org/wiki/Averroes
"Nöel Coward (1899-1973) Dramaturgo, actor y compositor inglés.",Nöel Coward,https://es.wikipedia.org/wiki/No%C3%ABl_Coward
Jostein Gaarder (1952-?) Escritor y profesor de filosofía noruego.,Jostein Gaarder,https://es.wikipedia.org/wiki/Jostein_Gaarder
Samuel Taylor Coleridge (1772-1834) Poeta inglés.,Samuel Taylor Coleridge,https://es.wikipedia.org/wiki/Samuel_Taylor_Coleridge
Félix María de Samaniego (1745 -1801) Escritor español.,Félix María de Samaniego,https://es.wikipedia.org/wiki/F%C3%A9lix_Mar%C3%ADa_de_Samaniego
Charles Darwin (1809-1882) Científico británico.,Charles Darwin,https://es.wikipedia.org/wiki/Charles_Darwin
Pier Paolo Pasolini (1922-1975) Escritor y director de cine italiano.,Pier Paolo Pasolini,https://es.wikipedia.org/wiki/Pier_Paolo_Pasolini
Edward R. Murrow (1908-1965) Comentarista y reportero estadounidense.,Edward R. Murrow,https://es.wikipedia.org/wiki/Edward_R._Murrow
Antonio Gaudí i Cornet (1852-1926) Arquitecto español.,Antonio Gaudí i Cornet,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Antonio+Gaud%C3%AD+i+Cornet&go=Go&ns0=1&ns100=1&ns104=1
Arturo Pérez Reverte (1951-?) Periodista y escritor español.,Arturo Pérez Reverte,https://es.wikipedia.org/wiki/Arturo_P%C3%A9rez-Reverte
Woodrow Wilson (1856-1924) Político y jurista nortemaericano.,Woodrow Wilson,https://es.wikipedia.org/wiki/Woodrow_Wilson
Cándido (1928-2006) Escritor y periodista español.,Cándido,https://es.wikipedia.org/wiki/C%C3%A1ndido
Will Rogers (1879-1935) Humorista estadounidense.,Will Rogers,https://es.wikipedia.org/wiki/Will_Rogers
Juan Carlos Onetti (1909-1994) Escritor uruguayo.,Juan Carlos Onetti,https://es.wikipedia.org/wiki/Juan_Carlos_Onetti
Percy Bysshe Shelley (1792-1822) Poeta británico.,Percy Bysshe Shelley,https://es.wikipedia.org/wiki/Percy_Bysshe_Shelley
Marguerite Duras (1914-1996) Novelista y guionista francesa.,Marguerite Duras,https://es.wikipedia.org/wiki/Marguerite_Duras
Aleksandr Solzhenitsyn (1918-2008) Escritor ruso.,Aleksandr Solzhenitsyn,https://es.wikipedia.org/wiki/Aleksandr_Solzhenitsyn
Pablo VI (1897-1978) Papa de la iglesia católica.,Pablo VI,https://es.wikipedia.org/wiki/Pablo_VI
"Nikola Tesla (1856-1943) Físico, matemático e ingeniero eléctrico serbio.",Nikola Tesla,https://es.wikipedia.org/wiki/Nikola_Tesla
John Cage (1912-1992) Compositor estadounidense.,John Cage,https://es.wikipedia.org/wiki/John_Cage
Herman Melville (1819-1891) Escritor estadounidense.,Herman Melville,https://es.wikipedia.org/wiki/Herman_Melville
"Ernesto Mallo (1948-?) Escritor, dramaturgo y periodista argentino.",Ernesto Mallo,https://es.wikipedia.org/wiki/Ernesto_Mallo
Nora Ephron (1941-2012) Guionista y directora de cine estadounidense.,Nora Ephron,https://es.wikipedia.org/wiki/Nora_Ephron
Stéphane Hessel (1917-2013) Escritor y militante político francés.,Stéphane Hessel,https://es.wikipedia.org/wiki/St%C3%A9phane_Hessel
"Gottfried Leibniz (1646-1716) Filósofo, físico y matemático alemán.",Gottfried Leibniz,https://es.wikipedia.org/wiki/Gottfried_Leibniz
Proverbio persa,Proverbio persa,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+persa&go=Go&ns0=1&ns100=1&ns104=1
Albert Guinon (1863-1923) Dramaturgo francés.,Albert Guinon,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Albert+Guinon&go=Go&ns0=1&ns100=1&ns104=1
Achile Tournier (1847-1906) Escritor francés,Achile Tournier,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Achile+Tournier&go=Go&ns0=1&ns100=1&ns104=1
Arnold H. Glasow,Arnold H. Glasow,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Arnold+H.+Glasow&go=Go&ns0=1&ns100=1&ns104=1
Phillips Brooks (1835-1893) Clérigo episcopal americano.,Phillips Brooks,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Phillips+Brooks&go=Go&ns0=1&ns100=1&ns104=1
Víctor Ruiz Iriarte (1912 -1982) Dramaturgo español.,Víctor Ruiz Iriarte,https://es.wikipedia.org/wiki/V%C3%ADctor_Ruiz_Iriarte
Bob Marley (1945-1981) Músico jamaicano.,Bob Marley,https://es.wikipedia.org/wiki/Bob_Marley
David Viscott (1938-1996) Psiquiatra y escritor estadounidense.,David Viscott,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=David+Viscott&go=Go&ns0=1&ns100=1&ns104=1
Facundo Cabral (1937-2011) Cantautor argentino.,Facundo Cabral,https://es.wikipedia.org/wiki/Facundo_Cabral
Jean Baptiste Say (1767-1832) Economista francés.,Jean Baptiste Say,https://es.wikipedia.org/wiki/Jean-Baptiste_Say
Proverbio africano,Proverbio africano,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+africano&go=Go&ns0=1&ns100=1&ns104=1
Proverbio indio,Proverbio indio,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+indio&go=Go&ns0=1&ns100=1&ns104=1
Dalai Lama,Dalai Lama,https://es.wikipedia.org/wiki/Dal%C3%A1i_lama
Henry Ward Beecher (1813-1887) Religioso estadounidense.,Henry Ward Beecher,https://es.wikipedia.org/wiki/Henry_Ward_Beecher
David Lloyd George (1863-1945) Político británico.,David Lloyd George,https://es.wikipedia.org/wiki/David_Lloyd_George
"Johann Kaspar Lavater (1741-1801) Filósofo, poeta y teólogo suizo.",Johann Kaspar Lavater,https://es.wikipedia.org/wiki/Johann_Caspar_Lavater
Wallace Stevens (1879-1955) Poeta estadounidense.,Wallace Stevens,https://es.wikipedia.org/wiki/Wallace_Stevens
Edmundo de Amicis (1846-1908) Escritor italiano.,Edmundo de Amicis,https://es.wikipedia.org/wiki/Edmondo_De_Amicis
"Henry Fielding (1707-1754) Novelista, autor teatral y jurista inglés.",Henry Fielding,https://es.wikipedia.org/wiki/Henry_Fielding
Ogden Nash (1902-1971) Poeta y humorista estadounidense.,Ogden Nash,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Ogden+Nash&go=Go&ns0=1&ns100=1&ns104=1
Proverbio americano,Proverbio americano,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+americano&go=Go&ns0=1&ns100=1&ns104=1
Francisco Villaespesa (1877-1936) Escritor modernista español.,Francisco Villaespesa,https://es.wikipedia.org/wiki/Francisco_Villaespesa
Robert Baden-Powell (1857-1941) Militar y escritor británico.,Robert Baden-Powell,https://es.wikipedia.org/wiki/Robert_Baden-Powell
Gustavo Gutierrez Merino (1928-?) Filósofo y teólogo peruano.,Gustavo Gutierrez Merino,https://es.wikipedia.org/wiki/Gustavo_Guti%C3%A9rrez_(te%C3%B3logo)
Píndaro (521 AC-441 AC) Poeta griego,Píndaro,https://es.wikipedia.org/wiki/P%C3%ADndaro
Alfonso X el Sabio (1221-1284) Rey de Castilla y León.,Alfonso X el Sabio,https://es.wikipedia.org/wiki/Alfonso_X_de_Castilla
Paul Morand (1888-1976) Diplomático y escritor francés.,Paul Morand,https://es.wikipedia.org/wiki/Paul_Morand
Armando Palacio Valdés (1853-1938) Literato español.,Armando Palacio Valdés,https://es.wikipedia.org/wiki/Armando_Palacio_Vald%C3%A9s
Santa Catalina de Siena (1347-1380) Religiosa italiana.,Santa Catalina de Siena,https://es.wikipedia.org/wiki/Catalina_de_Siena
Mario Vargas Llosa (1936-?) Escritor peruano,Mario Vargas Llosa,https://es.wikipedia.org/wiki/Mario_Vargas_Llosa
William George Ward (1812-1882) Escritor y teólogo inglés.,William George Ward,https://es.wikipedia.org/wiki/William_George_Ward
José María Vargas Vila (1840-1933) Escritor colombiano.,José María Vargas Vila,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Vargas_Vila
Boris Pasternak (1890-1960) Poeta y autor ruso.,Boris Pasternak,https://es.wikipedia.org/wiki/Bor%C3%ADs_Pasternak
Luis Buñuel (1900-1983) Cineasta español.,Luis Buñuel,https://es.wikipedia.org/wiki/Luis_Bu%C3%B1uel
Dale Carnegie (1888-1955) Empresario y escritor estadounidense.,Dale Carnegie,https://es.wikipedia.org/wiki/Dale_Carnegie
Cesare Cantù (1804-1895) Historiador italiano.,Cesare Cantù,https://es.wikipedia.org/wiki/Cesare_Cant%C3%B9
Jean Paul Marat (1743-1793) Periodista y político revolucionario francés.,Jean Paul Marat,https://es.wikipedia.org/wiki/Jean-Paul_Marat
Robert Oppenheimer (1904-1967) Físico estadounidense.,Robert Oppenheimer,https://es.wikipedia.org/wiki/Robert_Oppenheimer
Marlene Dietrich (1901-1992) Actriz y cantante alemana.,Marlene Dietrich,https://es.wikipedia.org/wiki/Marlene_Dietrich
Charles Paul de Kock (1793-1871) Escritor francés.,Charles Paul de Kock,https://es.wikipedia.org/wiki/Paul_de_Kock
Walter Bagehot (1826-1877) Economista y jurista inglés.,Walter Bagehot,https://es.wikipedia.org/wiki/Walter_Bagehot
Manuel Azaña (1880-1940) Político y escritor español.,Manuel Azaña,https://es.wikipedia.org/wiki/Manuel_Aza%C3%B1a
"James Baldwin (1924-1987) Ensayista, novelista y dramaturgo estadounidense.",James Baldwin,https://es.wikipedia.org/wiki/James_Baldwin
Upton Sinclair (1878-1968) Novelista y escritor estadounidense.,Upton Sinclair,https://es.wikipedia.org/wiki/Upton_Sinclair
Alphonse Daudet (1840-1897) Escritor francés.,Alphonse Daudet,https://es.wikipedia.org/wiki/Alphonse_Daudet
John Gay (1685-1732) Poeta y dramaturgo inglés.,John Gay,https://es.wikipedia.org/wiki/John_Gay
Isócrates (436 AC-338 AC) Orador ateniense.,Isócrates,https://es.wikipedia.org/wiki/Is%C3%B3crates
Evelyn Waugh (1903-1966) Escritor inglés.,Evelyn Waugh,https://es.wikipedia.org/wiki/Evelyn_Waugh
Leonard Cohen (1934-2016) Poeta y cantante canadiense.,Leonard Cohen,https://es.wikipedia.org/wiki/Leonard_Cohen
Rosa Montero (1951-?) Escritora y periodista española.,Rosa Montero,https://es.wikipedia.org/wiki/Rosa_Montero
Cleóbulo de Lindos (s. VI a. C.-s. VI a. C.) Filósofo griego.,Cleóbulo de Lindos,https://es.wikipedia.org/wiki/Cle%C3%B3bulo_de_Lindos
León Gieco (1951-?) Cantautor argentino.,León Gieco,https://es.wikipedia.org/wiki/Le%C3%B3n_Gieco
